SKN,Name,Lat_DD,Lon_DD,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,NorthingY,EastingX,ElevFT,ElevM,Observer,MinYear,MaxYear,StationStatus,DataSources
721,Wilnelmina Rise,21.29766804,-157.7853133,21,17,51.6,157,47,7.1,2355577.103,625995.956,1100,335,BWS,1927,Present,Current,"NCDC, State/NCDC"
721.1,Palolo Valley,21.29683497,-157.7972577,21,17,48.6,157,47,50.1,2355475.39,624757.565,190,58,J GULICK,1948,1950,Discontinued,State
721.2,Aha Maka,21.30766722,-157.7736463,21,18,27.6,157,46,25.1,2356693.333,627197.668,1245,380,MARTIN VITOUSEK,1971,1975,Discontinued,State
721.3,Kalaepohaku,21.29294641,-157.8050355,21,17,34.6,157,48,18.1,2355038.816,623953.966,360,110,SADLER JC,1973,Present,Current,State
721.4,Palolo Fire Stn*,21.3,-157.79,21,18,0,157,47,24,2355831.502,625507.784,195,59,Hydronet,1991,Present,Current,Hydronet
722,Kahala,21.26183672,-157.7855918,21,15,42.6,157,47,8.1,2351610.538,625997.579,10,3,LB LEOPOLD,1948,1949,Discontinued,State
722.1,Thorne,21.26405879,-157.7861474,21,15,50.6,157,47,10.1,2351856.066,625938.038,10,3,PRI THORNE MD,1948,1949,Discontinued,State
722.2,Kahala-Arnold,21.27016929,-157.777814,21,16,12.6,157,46,40.1,2352539.135,626797.497,5,2,ARNOLD DR HL JR,1949,1970,Discontinued,State
722.3,Pahoa Place,21.27016935,-157.7805917,21,16,12.6,157,46,50.1,2352536.914,626509.288,10,3,C LEOPOLD,1948,1949,Discontinued,State
722.4,Kahala,21.26766951,-157.7794806,21,16,3.6,157,46,46.1,2352261.085,626626.712,0,0,TALIAFERRO WJ,1967,1970,Discontinued,State
723.1,Wailupe Mauka,21.29683406,-157.7555912,21,17,48.6,157,45,20.1,2355508.821,629080.027,200,61,HIND CLARKE DAIRY,1926,1937,Discontinued,State
723.11,Hind Uka,21.29683406,-157.7555912,21,17,48.6,157,45,20.1,2355508.821,629080.027,200,61,RAY BARRETT,1978,1980,Discontinued,State
723.12,Aina Haina,21.28905673,-157.7580913,21,17,20.6,157,45,29.1,2354645.859,628827.444,200,61,SHARON DUMAS,1976,1979,Discontinued,State
723.3,Aina Haina,21.28183465,-157.7505915,21,16,54.6,157,45,2.1,2353852.546,629611.845,30,9,RAMAGE MRS C,1951,1962,Discontinued,State
723.6,Wailupe Val Scho,21.29266754,-157.7539247,21,17,33.6,157,45,14.1,2355048.969,629256.553,180,55,WAILUPE VALLEY SCH,1966,1983,Discontinued,State
723.7,Aina Haina Lower,21.28183471,-157.7528138,21,16,54.6,157,45,10.1,2353850.729,629381.279,15,5,R M WARNER,1964,1978,Discontinued,State
723.8,Niu Valley*,21.29,-157.73,21,17,24,157,43,48,2354773.474,631740.96,65,20,Hydronet,1991,Present,Current,Hydronet
723.9,Aina Haina,21.28266803,-157.7539249,21,16,57.6,157,45,14.1,2353942.064,629265.274,10,3,ADAMS CW,1974,1999,Discontinued,State
724.1,Hahaione Valley,21.29349992,-157.7105917,21,17,36.6,157,42,38.1,2355177.238,633751.326,25,8,KAMEHAMEHA SCHOOLS,1928,1935,Discontinued,State
724.11,Kii Place,21.29572203,-157.7100362,21,17,44.6,157,42,36.1,2355423.691,633806.944,40,12,L WILLIAMSON,1971,1973,Discontinued,State
724.13,Kalama Valley,21.29683234,-157.680592,21,17,48.6,157,40,50.1,2355571.866,636860.535,75,23,HARGER GRADEN,1976,1977,Discontinued,State
724.14,Sea Life Park,21.31349715,-157.6639247,21,18,48.6,157,39,50.1,2357431.2,638574.012,40,12,HAW OCEANIC INST,1976,1977,Discontinued,State
724.15,Kaumakani St,21.27572283,-157.7025365,21,16,32.6,157,42,9.1,2353216.21,634603.183,62,19,DUANE BARTHOLOMEW,1976,1982,Discontinued,State
724.2,Lunalilo Home,21.28183355,-157.6972587,21,16,54.6,157,41,50.1,2353897.162,635145.206,35,11,LUNALILO HOME,1956,1971,Discontinued,State
724.3,Maunalua,21.28516673,-157.6972586,21,17,6.6,157,41,50.1,2354266.137,635142.171,10,3,BISHOP ESTATE,1923,1928,Discontinued,State
724.5,Koko Head-Pri,21.29655494,-157.6928141,21,17,47.6,157,41,34.1,2355530.601,635592.843,15,5,PRI,1941,1945,Discontinued,State
724.6,Kaalakei,21.2885003,-157.7183695,21,17,18.6,157,43,6.1,2354617.219,632948.924,10,3,M ZAPATA,1965,1972,Discontinued,State
724.7,Kamehame,21.31933087,-157.6805913,21,19,9.6,157,40,50.1,2358062.421,636839.763,1200,366,NWS,1965,1973,Discontinued,State
725.1,Palehua,21.39684348,-158.100865,21,23,48.6,158,6,3.1,2366335.228,593199.631,2460,750,STATE DIV FTRY,1921,1931,Discontinued,State
725.2,Hakuloa,21.39017687,-158.0939207,21,23,24.6,158,5,38.1,2365601.451,593923.742,2210,674,VON HOLT HV,1948,1983,Discontinued,State
725.4,Mauna Kapu,21.37962218,-158.1014208,21,22,46.6,158,6,5.1,2364428.709,593152.919,2180,665,AFC HAW PMRF,1965,1967,Discontinued,State
725.6,Puu Manawahua,21.39545453,-158.0944761,21,23,43.6,158,5,40.1,2366185.294,593862.798,2080,634,NCDC,1977,2005,Discontinued,"NCDC, State/NCDC"
726.1,Paradise Cove 726.1,21.34,-158.11,21,20,24,158,6,36,2360037.975,592288.302,89,27,NCDC_Daily,1999,2003,Discontinued,NCDC_Daily
728.1,Palehua,21.37295353,-158.1153094,21,22,22.6,158,6,55.1,2363682.405,591717.2,2370,723,HAWAII NAT GUARD,1969,1969,Discontinued,State
728.2,Palehua,21.385,-158.1041667,21,23,6,158,6,15,2365022.343,592864.849,1440,439,RAWS,2009,Present,Current,RAWS
729,Field 85-86,21.41183666,-158.0755862,21,24,42.6,158,4,32.1,2368010.018,595810.292,1040,317,CPC,1944,1959,Discontinued,State
729.1,Field 86,21.41016894,-158.0639196,21,24,36.6,158,3,50.1,2367832.588,597020.65,720,220,CPC,1944,1959,Discontinued,State
729.2,Field 85,21.41572454,-158.0708639,21,24,56.6,158,4,15.1,2368443.254,596297.215,880,268,CPC,1959,1961,Discontinued,State
730.1,Makakilo,21.34267337,-158.0861432,21,20,33.6,158,5,10.1,2360348.057,594760.561,300,91,ADAMS NEAL,1976,1981,Discontinued,State
731.1,Palehua Corral 731.1,21.369,-158.077,21,22,8.4,158,4,37.2,2363267.632,595691.611,647,197,NCDC_Daily,2006,2006,Discontinued,NCDC_Daily
733.1,Field 120,21.3793379,-158.0741979,21,22,45.6,158,4,27.1,2364413.624,595975.397,960,293,OAHU SUGAR PLANTS,1966,1982,Discontinued,State
734,Gage 3,21.39183548,-158.0505866,21,23,30.6,158,3,2.1,2365811.573,598414.921,450,137,LIBBY,1939,1956,Discontinued,State
734.1,Gage 9,21.40016884,-158.0539198,21,24,0.6,158,3,14.1,2366731.9,598063.826,560,171,LIBBY,1922,1929,Discontinued,State
734.2,Gage 10,21.39183583,-158.05392,21,23,30.6,158,3,14.1,2365809.527,598069.362,480,146,LIBBY,1922,1929,Discontinued,State
734.3,Gage 11-Libby,21.36628145,-158.0666981,21,21,58.6,158,4,0.1,2362973.025,596761.512,420,128,LIBBY,1923,1929,Discontinued,State
734.4,Field 130,21.39183705,-158.0655866,21,23,30.6,158,3,56.1,2365802.422,596859.937,650,198,OAHU SUGAR,1966,1982,Discontinued,State
738.1,Field 57,21.40350207,-158.0555864,21,24,12.6,158,3,20.1,2367099.813,597888.847,605,184,OAHU SUGAR,1948,1960,Discontinued,State
738.3,Field 160,21.41016998,-158.0739197,21,24,36.6,158,4,26.1,2367826.554,595984.115,970,296,OAHU SUGAR,1966,1968,Discontinued,State
738.4,Field 155,21.40544668,-158.0589197,21,24,19.6,158,3,32.1,2367312.985,597542.036,600,183,OAHU SUGAR PLANTS,1966,1995,Discontinued,State
740.2,Field 26,21.38516848,-158.0372535,21,23,6.6,158,2,14.1,2365082.021,599801.63,285,87,OAHU SUGAR,1948,1963,Discontinued,State
740.4,Kunia,21.38850159,-158.0305868,21,23,18.6,158,1,50.1,2365455.211,600490.495,2850,869,HSPA,1963,1983,Discontinued,State
740.5,Kunia Substation*,21.39,-158.04,21,23,24,158,2,24,2365615.076,599513.631,279,85,Hydronet,1991,Present,Current,Hydronet
745,Pump 4,21.39350103,-158.0172534,21,23,36.6,158,1,2.1,2366017.187,601869.288,45,14,OAHU SUGAR,1948,1965,Discontinued,State
745.1,Field 15,21.39627874,-158.0205866,21,23,46.6,158,1,14.1,2366322.493,601521.834,250,76,OAHU SUGAR,1948,1963,Discontinued,State
746.1,Field 300,21.37350232,-158.0005874,21,22,24.6,158,0,2.1,2363814.428,603611.057,10,3,OAHU SUGAR,1966,1968,Discontinued,State
752.2,Field 420,21.395167,-157.9869758,21,23,42.6,157,59,13.1,2366221.536,605006.844,110,34,OAHU SUGAR,1948,1968,Discontinued,State
754.1,Pearl City Ter,21.40877714,-157.9669759,21,24,31.6,157,58,1.1,2367741.566,607070.222,250,76,JAMES MUNENO,1966,1970,Discontinued,State
754.2,Manana,21.4129435,-157.9639203,21,24,46.6,157,57,50.1,2368204.835,607383.907,240,73,LEE CLARENCE,1970,1972,Discontinued,State
756.1,Waimano Mauka,21.40183311,-157.9666982,21,24,6.6,157,58,0.1,2366973.112,607104.066,145,44,HSPA,1951,1952,Discontinued,State
757,Hickam Field,21.33517268,-157.9555891,21,20,6.6,157,57,20.1,2359602.011,608304.657,40,12,US AIR FORCE,1931,1949,Discontinued,State
760,Field 80,21.3851678,-157.9439213,21,23,6.6,157,56,38.1,2365144.11,609477.543,75,23,OAHU SUGAR,1948,1966,Discontinued,State
760.2,Pearl Country Cl,21.38822273,-157.9405877,21,23,17.6,157,56,26.1,2365484.592,609820.867,120,37,BNOAA-NWS,1977,1983,Discontinued,State
761.1,Field 615,21.41294299,-157.9408648,21,24,46.6,157,56,27.1,2368220.733,609773.681,680,207,OAHU SUGAR,1966,1970,Discontinued,State
764.2,Field 85,21.38849928,-157.9222544,21,23,18.6,157,55,20.1,2365528.133,611721.289,415,127,OAHU SUGAR,1949,1960,Discontinued,State
764.5,Aiea (Mackenzie),21.40405394,-157.9069763,21,24,14.6,157,54,25.1,2367260.866,613293.204,800,244,COLIN MACKENZIE,1969,1983,Discontinued,State
765,Field 87,21.36683485,-157.9291994,21,22,0.6,157,55,45.1,2363125.131,611017.633,60,18,OAHU SUGAR,1944,1964,Discontinued,State
765.1,Aloha Stadium,21.37114005,-157.9294771,21,22,16.1,157,55,46.1,2363601.485,610985.594,40,12,COLEMAN HUGH,1976,1981,Discontinued,State
765.2,Aliamanu Crater,21.35905623,-157.9089218,21,21,32.6,157,54,32.1,2362278.551,613126.118,30,9,CORP OF ENGINEER,1979,1983,Discontinued,State
766.1,Halawa Heights,21.38211064,-157.9139213,21,22,55.6,157,54,50.1,2364826.908,612590.08,400,122,NAKAMURA DAVID,1967,1969,Discontinued,State
767,Field 89,21.37516649,-157.9105881,21,22,30.6,157,54,38.1,2364060.635,612940.98,140,43,OAHU SUGAR,1948,1964,Discontinued,State
768.3,Tripler,21.36516649,-157.8822552,21,21,54.6,157,52,56.1,2362974.329,615886.437,675,206,USDA FRUIT FLY L,1950,1951,Discontinued,State
771.1,Halawa-Uka,21.39683206,-157.8972544,21,23,48.6,157,53,50.1,2366468.501,614306.597,480,146,HONOLULU PLANT,1902,1907,Discontinued,State
771.11,N Halawa Valley,21.40488889,-157.8504444,21,24,17.6,157,51,1.6,2367395.149,619152.693,1100,335,USGS,1998,Present,Current,USGS
771.4,Halawa 2,21.39516492,-157.8739213,21,23,42.6,157,52,26.1,2366301.126,616726.772,1250,381,HSPA,1936,1938,Discontinued,State
771.5,Halawa 2A,21.40183042,-157.8439212,21,24,6.6,157,50,38.1,2367061.559,619831.39,2020,616,HSPA,1936,1938,Discontinued,State
771.6,Aiea Hts,21.39349894,-157.9119766,21,23,36.6,157,54,43.1,2366088.903,612782.967,700,213,SCOTT JACK,1949,1983,Discontinued,State
771.9,N Halawa,21.382,-157.9033333,21,22,55.2,157,54,12,2364822.286,613687.886,690,210,USGS,1995,Present,Current,USGS
772.2,Moanalua,21.38322065,-157.8578105,21,22,59.6,157,51,28.1,2364991.027,618406.558,580,177,USGS,1972,1975,Discontinued,State
772.4,Moanalua,21.39571938,-157.8369769,21,23,44.6,157,50,13.1,2366390.415,620556.273,1100,335,USGS,1968,1975,Discontinued,State
772.6,Moanalua,21.38822016,-157.8486437,21,23,17.6,157,50,55.1,2365551.381,619352.884,1150,351,USGS,1992,2000,Discontinued,USGS
772.7,Moanalua,21.38433171,-157.8580882,21,23,3.6,157,51,29.1,2365113.806,618376.873,480,146,USGS,1968,1975,Discontinued,State
773.1,Kalihi Ug Shaft,21.34350079,-157.8736446,21,20,36.6,157,52,25.1,2360582.454,616796.428,155,47,BWS,1949,1983,Discontinued,State
773.7,Kalihi,21.35044447,-157.8558668,21,21,1.6,157,51,21.1,2361364.372,618634.473,400,122,AILEEN PERLSTEIN,1973,1983,Discontinued,State
774,Kalihi USGS,21.36294355,-157.8444778,21,21,46.6,157,50,40.1,2362756.576,619805.347,500,152,BWS,1939,1957,Discontinued,State
774.6,Oahu Country Cb,21.34016683,-157.8405895,21,20,24.6,157,50,26.1,2360238.294,620227.107,410,125,OAHU COUNTRY CLUB,1953,1966,Discontinued,State
774.7,Country Club,21.34683332,-157.8472559,21,20,48.6,157,50,50.1,2360971.156,619530.349,450,137,UNKNOWN,1929,1936,Discontinued,State
774.8,Nuuanu,21.33683364,-157.838923,21,20,12.6,157,50,20.1,2359870.604,620402.656,360,110,LB OSBORNE,1948,1949,Discontinued,State
775.1,Nuuanu Valley,21.34683332,-157.8472559,21,20,48.6,157,50,50.1,2360971.156,619530.349,500,152,JK WILDER,1879,1888,Discontinued,State
775.3,Dowsett,21.33766686,-157.8361452,21,20,15.6,157,50,10.1,2359964.963,620690.059,380,116,G FRIZELLE,1967,1983,Discontinued,State
776,Kalihi Tunnel 2,21.36794293,-157.8336445,21,22,4.6,157,50,1.1,2363318.272,620924.56,650,198,BWS,1939,1957,Discontinued,State
776.2,Kalihi Valley 4,21.35572164,-157.8428114,21,21,20.6,157,50,34.1,2361958.423,619984.019,900,274,USGS,1968,1975,Discontinued,State
780,Tantalus Peak,21.33211117,-157.8153122,21,19,55.6,157,48,55.1,2359366.093,622855.264,2000,610,BWS,1939,1957,Discontinued,State
780.1,Tantalus Peak,21.33016681,-157.8139234,21,19,48.6,157,48,50.1,2359151.947,623000.922,1300,396,WM GIFFARD,1907,1916,Discontinued,State
780.11,Tantalus-Simms,21.32988922,-157.8205899,21,19,47.6,157,49,14.1,2359116.027,622309.737,1740,530,SIMMS CAL,1969,1975,Discontinued,State
780.2,Tantalus,21.33016681,-157.8139234,21,19,48.6,157,48,50.1,2359151.947,623000.922,1665,508,PR ISENBERG,1906,1916,Discontinued,State
780.4,Nuuanu Valley,21.34655468,-157.813923,21,20,47.6,157,48,50.1,2360965.998,622987.297,555,169,UNKNOWN,1879,1884,Discontinued,State
780.6,Nuuanu,21.34183306,-157.8255896,21,20,30.6,157,49,32.1,2360434.268,621781.332,600,183,BWS JM FOX,1954,1956,Discontinued,State
781.1,Halekou,21.38516315,-157.798922,21,23,6.6,157,47,56.1,2365251.581,624510.312,400,122,ASHFORD MRS CR,1958,1973,Discontinued,State
781.11,Luluku,21.3918298,-157.8094772,21,23,30.6,157,48,34.1,2365981.219,623410.392,220,67,USGS,1992,1998,Discontinued,USGS
781.2,Kaneohe-Gowing,21.40932852,-157.795588,21,24,33.6,157,47,44.1,2367929.237,624835.452,50,15,GOWING DP,1951,1965,Discontinued,State
781.3,Kaneohe,21.40016233,-157.7972549,21,24,0.6,157,47,50.1,2366913.251,624670.436,110,34,RK SILER,1957,1963,Discontinued,State
781.4,Kamooalii Str,21.41016194,-157.8005879,21,24,36.6,157,48,2.1,2368017.524,624316.459,60,18,USGS,1959,1979,Discontinued,State
781.8,Kaneohe-Wylie,21.40460651,-157.794477,21,24,16.6,157,47,40.1,2367407.413,624954.632,76,23,WYLIE GORDON,1990,1991,Discontinued,State
781.9,Rb Kamooalii,21.38627407,-157.7928109,21,23,10.6,157,47,34.1,2365379.411,625142.946,195,59,USGS,1993,1998,Discontinued,USGS
782.1,Halfway House,21.34766603,-157.825034,21,20,51.6,157,49,30.1,2361080.375,621834.131,680,207,LAA W,1890,1897,Discontinued,State
782.2,Luakaha,21.34905459,-157.8161452,21,20,56.6,157,48,58.1,2361240.99,622754.766,800,244,T TWIGG-SMITH,1977,1977,Discontinued,State
782.3,Nuuanu Upper*,21.35,-157.82,21,21,0,157,49,12,2361342.639,622354.232,815,248,Hydronet,1991,Present,Current,Hydronet
785.1,Manoa Val Mauka,21.32905543,-157.8005901,21,19,44.6,157,48,2.1,2359039.395,624384.725,270,82,S KREPKY,1971,1973,Discontinued,State
785.4,Manoa Lyon Arbo*,21.33,-157.8,21,19,48,157,48,0,2359144.421,624445.131,498,152,Hydronet,1991,Present,Current,Hydronet
786,Nuuanu Pali,21.36655292,-157.7936448,21,21,59.6,157,47,37.1,2363195.698,625073.246,1150,351,BWS,1939,1958,Discontinued,State
786.1,Nuuanu Pali,21.36571962,-157.7928116,21,21,56.6,157,47,34.1,2363104.118,625160.349,1135,346,USGS,1910,1921,Discontinued,State
789,Konahuanui,21.35294252,-157.788923,21,21,10.6,157,47,20.1,2361692.849,625574.45,3105,947,BWS,1939,1946,Discontinued,State
790.11,Olomana Fire Stn*,21.38,-157.75,21,22,48,157,45,0,2364719.6,629586.964,148,45,Hydronet,1991,Present,Current,Hydronet
790.2,Kailua,21.3834958,-157.750589,21,23,0.6,157,45,2.1,2365106.089,629522.818,140,43,HAES,1938,1942,Discontinued,State
790.4,Kahaluu Fld 83,21.37849607,-157.7555891,21,22,42.6,157,45,20.1,2364548.52,629008.795,0,0,LIBBY,1924,1925,Discontinued,State
790.8,Lanikai,21.39016142,-157.7192,21,23,24.6,157,43,9.1,2365870.166,632771.204,20,6,JUSTUS MULLER,1976,1981,Discontinued,State
791,Kailua Camp,21.38849556,-157.7472556,21,23,18.6,157,44,50.1,2365662.302,629864.009,35,11,WAIMANALO PLANTATION,1924,1942,Discontinued,State
791.1,Kailua Hill,21.38682896,-157.7472556,21,23,12.6,157,44,50.1,2365477.813,629865.48,90,27,B NUTTER,1949,1957,Discontinued,State
791.11,Aikahi Park,21.42821582,-157.7491991,21,25,41.6,157,44,57.1,2370057.632,629627.473,0,0,WORTHLEY L JR,1967,1976,Discontinued,State
791.12,Kaneohe Yacthclb,21.41849431,-157.7655882,21,25,6.6,157,45,56.1,2368968.026,627937.254,20,6,BROADBENT N,1969,1972,Discontinued,State
791.13,Kailua Beach,21.40016146,-157.7355887,21,24,0.6,157,44,8.1,2366963.383,631063.189,0,0,OSBOURE,1970,1983,Discontinued,State
791.2,Kailua-Parry,21.41516102,-157.7478107,21,24,54.6,157,44,52.1,2368613.643,629782.914,15,5,PARRY HD,1957,1959,Discontinued,State
791.4,Kalama,21.40349479,-157.7422553,21,24,12.6,157,44,32.1,2367326.823,630369.121,10,3,G COSTAR JR,1948,1949,Discontinued,State
791.5,Kailua,21.39682844,-157.7422555,21,23,48.6,157,44,32.1,2366588.874,630375.012,10,3,MC CARSON,1952,1954,Discontinued,State
791.6,Kaimake Loop,21.41016128,-157.7519773,21,24,36.6,157,45,7.1,2368056.743,629355.419,15,5,BL JOHNSON,1963,1982,Discontinued,State
791.9,Kaneohe Bay Dr,21.42182746,-157.7633659,21,25,18.6,157,45,48.1,2369338.811,628164.695,20,6,MRS FA SCHAEFER,1965,1968,Discontinued,State
792.1,Waimanalo Mauka,21.33516466,-157.7389237,21,20,6.6,157,44,20.1,2359765.627,630775.165,190,58,MRS E BEVERIDGE,1951,1952,Discontinued,State
793,Lagoon Pump,21.35682987,-157.7239231,21,21,24.6,157,43,26.1,2362176.447,632311.489,40,12,WAIMANALO PLANTATION,1930,1934,Discontinued,State
794.1,Bellows Field,21.35182971,-157.71059,21,21,6.6,157,42,38.1,2361634.214,633698.655,15,5,US AIR FORCE,1942,1945,Discontinued,State
794.2,Waimanalo,21.34683007,-157.7139235,21,20,48.6,157,42,50.1,2361077.935,633357.486,25,8,JS GURNEY,1879,1882,Discontinued,State
795,Coral Hill,21.33016428,-157.7055909,21,19,48.6,157,42,20.1,2359240.148,634236.797,80,24,WAIMANALO PLANTATION,1929,1934,Discontinued,State
796.2,Makaha-Sears,21.46711219,-158.2172509,21,28,1.6,158,13,2.1,2374048.387,581096.253,10,3,ALVIN SEARS,1975,1980,Discontinued,State
798.2,Waianae Lihue,21.4485016,-158.1878068,21,26,54.6,158,11,16.1,2372003.978,584157.622,15,5,A PRATT,1970,1986,Discontinued,State
799,Schofield South Range,21.48,-158.1072222,21,28,48,158,6,26,2375535.931,592488.211,1489,454,RAWS,2008,Present,Current,RAWS
800.1,Makaha Reserv,21.472113,-158.199474,21,28,19.6,158,11,58.1,2374611.224,582935.275,160,49,CAPITAL INVESTMENT,1958,1969,Discontinued,State
800.2,Makaha Pump,21.47850034,-158.1903061,21,28,42.6,158,11,25.1,2375323.107,583881.467,400,122,CAPITAL INVESTMENT,1969,1983,Discontinued,State
802.1,Puhawai,21.46683886,-158.1289175,21,28,0.6,158,7,44.1,2374066.476,590248.644,450,137,USGS,1930,1944,Discontinued,State
802.2,Kolekole Pass Q,21.47711766,-158.1136397,21,28,37.6,158,6,49.1,2375213.108,591825.152,1580,482,USGS,1963,1969,Discontinued,State
802.3,Range 1-2,21.4851713,-158.1094729,21,29,6.6,158,6,34.1,2376107.007,592251.776,1350,412,USGS,1963,1967,Discontinued,State
802.4,Puea Mauka Ditch,21.46683468,-158.1591952,21,28,0.6,158,9,33.1,2374048.861,587111.552,350,107,USGS,1960,1967,Discontinued,State
803.1,Lualualei Watunn,21.47794876,-158.1322506,21,28,40.6,158,7,56.1,2375294.294,589896.48,1500,457,US VY,1975,1975,Discontinued,NCDC
803.2,Waianae Valley,21.48055556,-158.1552778,21,28,50,158,9,19,2375569.78,587509.238,957,292,RAWS,2003,Present,Current,RAWS
804.4,Nanakuli,21.39767007,-158.1641969,21,23,51.6,158,9,51.1,2366390.456,586634.133,10,3,HAROLD ROBERTS,1967,1968,Discontinued,State
806.1,Field 1,21.46349819,-158.0455852,21,27,48.6,158,2,44.1,2373747.038,598885.118,790,241,CPC,1939,1945,Discontinued,State
807.1,Pri Kunia,21.4185006,-158.0539194,21,25,6.6,158,3,14.1,2368761.029,598051.635,690,210,PRI,1937,1946,Discontinued,State
807.2,Field 170,21.42266777,-158.0639193,21,25,21.6,158,3,50.1,2369216.072,597012.427,760,232,OAHU SUGAR,1966,1969,Discontinued,State
809.1,Field 56,21.41350058,-158.0489195,21,24,48.6,158,2,56.1,2368210.713,598573.214,610,186,OAHU SUGAR,1948,1957,Discontinued,State
809.3,Field 275,21.43988952,-158.0583634,21,26,23.6,158,3,30.1,2371125.785,597576.812,850,259,OAHU SUGAR,1969,1983,Discontinued,State
810.1,Wheeler AAF 810.1,21.483,-158.033,21,28,58.8,158,1,58.8,2375913.706,600175.799,830,253,NCDC_Daily,1939,Present,Current,NCDC_Daily
812.2,Van 6A,21.43822123,-158.0458634,21,26,17.6,158,2,45.1,2370948.956,598873.333,600,183,HAWAIIAN PINE,1925,1936,Discontinued,State
813.1,Field 60,21.44016543,-158.0355857,21,26,24.6,158,2,8.1,2371170.678,599937.119,650,198,OAHU SUGAR,1949,1964,Discontinued,State
813.3,Field 260,21.45016516,-158.0444743,21,27,0.6,158,2,40.1,2372271.906,599009.228,610,186,OAHU SUGAR,1969,1983,Discontinued,State
814,Pri Wahiawa,21.495163,-158.0355845,21,29,42.6,158,2,8.1,2377258.384,599899.739,880,268,PRI,1937,1954,Discontinued,State
814.4,Wheeler AFB*,21.49,-158.03,21,29,24,158,1,48,2376690.465,600481.799,820,250,Hydronet,1991,Present,Current,Hydronet
815.1,Miilani Golf,21.44849826,-158.0272522,21,26,54.6,158,1,38.1,2372098.379,600795.011,690,210,MIILANI GOLF COURSE,1976,1978,Discontinued,State
817.1,Field 4107,21.4434984,-158.0072526,21,26,36.6,158,0,26.1,2371557.94,602871.004,600,183,HAWAIIAN PINE,1953,1972,Discontinued,State
818.1,Field 220,21.41683324,-158.0289196,21,25,0.6,158,1,44.1,2368592.302,600643.934,525,160,OAHU SUGAR,1966,1984,Discontinued,State
820,Gage 1-Libby,21.4601643,-158.0155854,21,27,36.6,158,0,56.1,2373397.253,601995.883,680,207,LIBBY,1939,1948,Discontinued,State
820.2,Pr1 Wahiawa,21.46349751,-158.0189187,21,27,48.6,158,1,8.1,2373764.041,601648.181,700,213,PR1,1953,1976,Discontinued,State
820.3,Wahiawa (760),21.47321922,-158.0105852,21,28,23.6,158,0,38.1,2374845.581,602504.862,760,232,PRI,1954,1966,Discontinued,State
820.4,Gage 13-Libby,21.45516416,-157.9822526,21,27,18.6,157,58,56.1,2372865.86,605453.378,730,223,LIBBY,1923,1929,Discontinued,State
820.5,Waipio A Field 5,21.46516395,-157.9986411,21,27,54.6,157,59,55.1,2373961.803,603748.085,765,233,LIBBY,1937,1944,Discontinued,State
820.6,Mililani*,21.46,-158,21,27,36,158,0,0,2373389.299,603610.933,744,227,Hydronet,1991,Present,Current,Hydronet
821.1,Pine Spur-Pri,21.48488535,-158.0039185,21,29,5.6,158,0,14.1,2376141.302,603187.372,940,287,PRI,1954,1963,Discontinued,State
821.2,Lelehua Golf Crs,21.48571905,-158.0333626,21,29,8.6,158,2,0.1,2376214.447,600136.374,880,268,LELEHUA GOLF CRS,1977,1983,Discontinued,State
821.3,Kaukonahua,21.48880556,-157.9960556,21,29,19.7,157,59,45.8,2376580.444,603999.192,860,262,USGS,2005,Present,Current,USGS
822,Gage 5,21.42850053,-158.0572525,21,25,42.6,158,3,26.1,2369865.835,597699.517,770,235,LIBBY,1922,1948,Discontinued,State
822.1,Field 90,21.42683437,-158.0622525,21,25,36.6,158,3,44.1,2369678.302,597182.422,790,241,CPC,1959,1968,Discontinued,State
822.2,Field 95,21.42683567,-158.0755858,21,25,36.6,158,4,32.1,2369670.242,595800.551,1150,351,CPC,1959,1968,Discontinued,State
824.1,Field 525,21.42599899,-157.9889199,21,25,33.6,157,59,20.1,2369633.057,604783.322,546,166,OAHU SUGAR,1966,1982,Discontinued,State
824.2,Waipio Heights*,21.42,-158.01,21,25,12,158,0,36,2368955.087,602602.714,410,125,Hydronet,1991,Present,Current,Hydronet
825.2,Waipio Fld 137,21.43516523,-157.9889197,21,26,6.6,157,59,20.1,2370647.678,604776.8,540,165,LIBBY,1929,1940,Discontinued,State
825.3,Field 540,21.44183132,-157.9772529,21,26,30.6,157,58,38.1,2371393.401,605981.094,600,183,OAHU SUGAR,1969,1974,Discontinued,State
825.4,Field 4106,21.43849854,-157.9939196,21,26,18.6,157,59,38.1,2371013.312,604256.261,670,204,DOLE,1965,1972,Discontinued,State
826.1,Fld 4132 (Dole),21.44905356,-157.9925304,21,26,56.6,157,59,33.1,2372182.584,604392.718,700,213,SCS-ARS,1972,1975,Discontinued,State
828,Schofield East,21.49944444,-157.9933333,21,29,58,157,59,36,2377759.894,604273.636,1250,381,RAWS,2000,Present,Current,RAWS
830,Field 92,21.45183106,-157.9855859,21,27,6.6,157,59,8.1,2372494.673,605110.362,740,226,CPC,1939,1968,Discontinued,State
830.1,Field 530,21.43183175,-157.9772531,21,25,54.6,157,58,38.1,2370286.534,605988.295,560,171,OAHU SUGAR,1949,1969,Discontinued,State
830.2,Gage 12-Libby,21.45877546,-158.0139189,21,27,31.6,158,0,50.1,2373244.607,602169.531,700,213,LIBBY,1923,1929,Discontinued,State
